------Single-Product Inventory System------

Initial inventory level: 60 items

Number of demand sizes: 4

Distribution function of demand sizes: 0.17 0.50 0.83 1.00 

Mean inter-demand time: 0.10 months

Delivery lag range: 0.50 to 1.00 months

Express Order lag range: 0.30 to 0.50 months

Length of simulation: 120 months

Costs:
K = 32.00
i = 3.00
h = 1.00
pi = 5.00
E_K = 50.00
E_i = 5.00

Number of policies: 9
Number of Trials: 1000

Policies:
--------------------------------------------------------------------------------------------------
 Policy       Avg_before_express     Avg_after_express   Expected_express_count
--------------------------------------------------------------------------------------------------


(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              164.10                7.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00

(0,  0)                0.00              184.85                8.00
